"id","label","language","script","scientist","scientist_year"
65000652,"[DGW!]OGNO","name","ogham","Macalister, R.A.S.","1945"
65000653,"[R]OGNO","name","ogham","Cuppage, J.","1986"
65000654,"QRIT[-- ||| [O!]MAQ[I LO]BACONA ||| AVINEAGRACOLINEA","goide","ogham","Macalister, R.A.S.","1945"
65000655,"NETAVRO ||| QI ||| MAQIQIC[.]","goide","ogham","Macalister, R.A.S.","1945"
65000656,"QENILOCIMAQIMAQIAINIAMUC[--","goide","ogham","Macalister, R.A.S.","1945"
65000657,"CATABARMOCOVIRICORB","goide","ogham","Macalister, R.A.S.","1945"
65000659,"MAQ[U!]LIAGMAQI ||| ER || CA","goide","ogham","Macalister, R.A.S.","1945"
65000661,"--][MAQ]QIMUCC[OI][--","ind","ogham","Macalister, R.A.S.,","1945"
65000662,"L[E]GG[--]SD[--]LEGwESCAD","goide","ogham","Macalister, R.A.S.","1945"
65000663,"-]L[O]G[O][--]S[DA][--]ULEG[-]O[VC][--","goide","ogham","Gippert, J.","1996"
65000664,"LE/IGG[O..O]SADIULENGESQ[A]MAQCORRBRIMAQAMMLLORATTA","goide","ogham","Macalister, R.A.S.","1897"
65000665,"MAQCORRBRIMAQAMMLLOGwITT","goide","ogham","Macalister, R.A.S.","1945"
65000666,"MAQCORRBRIM[A]QAMML[LOG--T--

","goide","ogham","Gippert, J.","1996"
65000667,"MAQQIERCCIASMAQQIMUCOIDOVINIA","goide","ogham","Macalister, R.A.S.,","1945"
65000668,"--]MAQ[--]LUG[--","goide","ogham","McManus, D.,","1991"
65000669,"--][Q][--","ind","ogham","Macalister,. R.A.S.,","1945"
65000670,"--][N]][--","ind","ogham","Macalister, R.A.S.,","1945"
65000671,"SAGITTARI","latin","ogham","Macalister, R.A.S.,","1945"
65000672,"TOGITACCMAQISAGARET ||| TOS","goide","ogham","Macalister, R.A.S.,","1945"
65000673,"TOGITTACC[MA]QI[S]AGAR[E][--","goide","ogham","Gippert, J.,","1981"
65000674,"{C}O{N}U{N}E{TTM}O{Q}I{C}O{N}U{R}I","goide","ogham","Macalister, R.A.S.","1945"
65000675,"CONUNETTMAQICON[E]RI","goide","ogham","McManus, D.","1991"
65000676,"--]CCILARIAV[I][--]COIVAG[--","goide","ogham","Macalister, R.A.S.","1945"
65000677,"--]ANI","ind","ogham","Macalister, R.A.S.","1945"
65000678,"DOMNGEN","name","ogham","Macalister, R.A.S.","1945"
65000679,"CONANNM[...]S[--","goide","ogham","Macalister, R.A.S.","1945"
65000680,"SCAMAGNI","name","ogham","Kelly, M.J.,","1976"
65000681,"ANMCALUMANNMAQ[--","goide","ogham","Macalister, R.A.S.","1945"
65000682,"ANMCALUMANNMAC[--","goide","ogham","O'Sullivan, A.","1996"
65000684,"TASEGAGNI ||| [MAQ]IMUCOIMACORBO","goide","ogham","Macalister, R.A.S.","1945"
65000685,"--]MUC[--]MAC[--","goide","ogham","McManus, D.","1991"
65000686,"BECCDINNMACI ||| R ||| I{TTECC}","goide","ogham","McManus, D.","1991"
65000687,"BECCDINNMACI ||| R ||| I[T]VV[..]SS","goide","ogham","O' Kelly, M.","1959"
65000688,"BECCDINNMACI ||| R ||| ITVVECASS","goide","ogham","OSullivan, A.","1996"
65000689,"D[...]A[.C.]AVIDALAGNI [--","goide","ogham","Macalister, R.A.S.","1945"
65000690,"EQQEGGNIMAQIMAQICARATTINN","goide","ogham","Macalister, R.A.S.","1945"
65000692,"BOCHT","goide","oghms","Petrie, G.","1822"
65000693,"NADAV[--","ind","ogham","Manning/Moore","1991"
65000694,"--]RENI","name","ogham","Macalister, R.A.S.","1945"
65000695,"[--]
","inc","ogham","inc","1991"
65000696,"QEN[OVEA][--][A]QI[T]| --[A]M[A][--]G[--]T[--","goide","ogham","Gippert/1997","1978"
65000697,"CATTUVVIRRMAQIRIT ||| [UVVE] ||| CASMUCOIALLATO","goide","ogham","Macalister, R.A.S.","1945"
65000698,"--MA]Q[I]BROCI","goide","ogham","Macalister, R.A.S.","1945"
65000699,"OVANOSAVII ||| VACA ||| TTOS","goide","ogham","Macalister, R.A.S.","1945"
65000700,"MAQIDDE[CCEDA] ||| MAQ ||| IMARIN","goide","ogham","Macalister, R.A.S.","1945"
65000701,"--]MAQQICOLLABOTA","goide","ogham","Macalister, R.A.S.","1945"
65000702,"--]ADDES[--","goide","ogham","Macalister, R.A.S.","1897"
65000703,"--]EGNIKOIMAQIMUC ||| [OI]A[L]I[NI]","goide","ogham","Macalister/1945","1945"
65000704,"AV[.]S[.]MAQV[.]S","goide","ogham","Macalister, R.A.S.","1945"
65000705,"--]UR[--","unknw","ogham","Macalister, R.A.S.","1945"
65000706,"--]LA","ind","ogham","Macalister, R.A.S.","1945"
65000707,"ANMCORREMAQVIUDD[...]METT","goide","ogham","Macalister, R.A.S.","1945"
65000708,"[ANM]CORR{EA}MAQV[VE]D[DEL]M{EA}TT","goide","ogham","Gippert, J.","1997"
65000709,"ANMN[ETAC]U[N]AS[CE]L[I]VIDETTAS","goide","ogham","Macalister, R.A.S.","1945"
65000710,"L[OGIT]TIMAQIERPENN","goide","ogham","Macalister, R.A.S.","1945"
65000711,"--]ERLONNAMAQIR[U]T[ENI]","goide","ogham","Macalister,R.A.S.","1945"
65000712,"--]ERR[L]ON[N]MMAQ[IRUTE]N[I]","goide","ogham","OSullivan, A.","1996"
65000713,"VEQOANAIMAQIEQOD[--","goide","ogham","Macalister, R.A.S.","1945"
65000714,"DEGO{S}MAQIMOCOITOICAKI","goide","ogham","Macalister, R.A.S.","1945"
65000715,"MAQIRITEASMAQIMAQIDDUMILEAS | MUCOITOICACI","goide","ogham","Macalister, R.A.S.","1945"
65000716,"CUNACENA","name","ogham","Macalister, R.A.S.","1945"
65000717,"MAQITTALMAQIVORGOSMA ||| QIMU ||| COITOICAC","goide","ogham","Macalister, R.A.S.","1945"
65000718,"--]MC[--]GE[--] ||| M ||| [--]Q[--] ||| [--]D[--]E","ind","ogham","Macalister, R.A.S.","1945"
65000719,"NIOTTVRECCMAQI[-- ||| --]GNI","goide","ogham","Macalister, R.A.S.","1945"
65000720,"NI[O]TTVR[E/I]CCMAQ[I][-- ||| --]GNI","goide","ogham","McManus, D.","1991"
65000721,"NI[O]TTVR[E]CCMAQ[I][-- ||| --][G]N[--","goide","ogham","Gippert, J.","1981"
65000722,"MAQIDECEDAMAQ[--","goide","ogham","Macalister, R.A.S.","1945"
65000723,"--MA]QCERAN[I] ||| AVIATHECETAIMIN","goide","ogham","Macalister, R.A.S.","1945"
65000724,"--]N[--]Q[--] ||| A[--]ECETAIMI[N][--","goide","ogham","Gippert, J.","1978"
65000725,"[MA]CERAN[I] ||| AVIA{O}ECETAIMIN","goide","ogham","Ziegler, S.","1994"
65000726,"AVIATHECETAIMIN","goide","ogham","Macalister/1945","1945"
65000727,"A[--]ECETAIMI[N][--","goide","ogham","Gippert/Web","1978"
65000728,"AVIA{O}ECETAIMIN","goide","ogham","Ziegler/1994","1994"
65000729,"IARNI","name","ogham","Macalister, R. A. S.","1945"
65000730,"VELITASLUGUTTI","goide","ogham","Macalister, R.A.S.","1945"
65000731,"TORAESCEUSASMAQIMUCOIMEUTINI","goide","ogham","Macalister, R.A.S.","1945"
65000732,"CAGINADIMAQIVOBARACI","goide","ogham","Macalister, R.A.S.","1945"
65000733,"VOCAGNI | MAQICUR[I]T","goide","ogham","Macalister, R.A.S.","1945"
65000735,"DOVETI[MA]Q[I]LOCARENAS | C[EL]IM[A]Q[I]CULID ||| OVI","goide","ogham","Macalister, R.A.S.","1945"
65000736,"SECIDARI","goide","ogham","Macalister, R.A.S.","1945"
65000737,"--]AF[M!]OLA[--","ind","ogham","Power D.","1992"
65000738,"[COV]AGNIMAQ ||| I[MU ||| COI]LUG[UNI]","goide","ogham","Macalister, R. A. S.","1945"
65000739,"COVAGN[I]MAQ ||| [IMU] ||| C[OI]LUG[U]N[I]","goide","ogham","McManus, D","1991"
65000740,"CONNIMAQ ||| IMU ||| COILUGUNI","goide","ogham","Mac Neill, J.","1907"
65000741,"COVAGNIMAQ[I] | [MUC]O[I] LUGUNI","goide","ogham","Gippert, J.","1978"
65000742,"NETACARINETACAGI","name","ogham","Macalister, R.A.S.","1945"
65000743,"[NE]TACARIN[E]TACA[M]I

","name","ogham","Gippert/Web","1988"
65000744,"NETACARINETACAG[I/NI]","name","ogham","Macalister, R.A.S.","1897"
65000746,"ANMMAGANNMAQINUADAT","goide","ogham","Macalister, R.A.S.","1945"
65000747,"ANMMAGANNMAQI[N]DA[D!]","goide","ogham","McManus, D.,","1991"
65000748,"[COLAB]OTMAQIMAQIRI ||| [T]E | [MAQIMU]COICORIBIRI","goide","ogham","Macalister, R.A.S.","1945"
65000749,"--]OTMAQIMAQIRI ||| TE[-- | ]COICORIBIRI","goide","ogham","McManus, D.","1991"
65000750,"--]OTMAQIMAQIRI ||| T[E] | COICORIBI[I]","goide","ogham","Gippert, J.,","1997"
65000751,"ANMCRUNANMAQLUQIN","goide","ogham","Macalister, R.A.S.","1945"
65000752,"ANMLLATIGNIMAQM[I]N[E]RCM[UCOI] ||| Q[--]CI","goide","ogham","Macalister, R.A.S.","1945"
65000753,"ANML[L]AT[IG....]QM[...][R]C | [--]","goide","ogham","OSullivan, A.","1996"
65000754,"S[M][--]BNAGMA[Q]Q ||| I ||| ERCIA","goide","ogham","Macalister, R.A.S.","1945"
65000755,"--][E!]TORIGAS","name","ogham","Macalister, R.A.S.","1945"
65000756,"TIDONN[A]MAQDOMNGINN","goide","ogham","Macalister, R.A.S.","1945"
65000757,"[TI]DONNAMAQDOMNG[.]NN","goide","ogham","OSullivan, A.","1996"
65000758,"IA[Q]INIKOI ||| MAQIMUC[--","goide","ogham","Macalister, R.A.S.","1945"
65000759,"IA[Q]INIKOI[--","goide","ogham","Gippert, J.","1988"
65000760,"IAQINIKOIMAQIMOB/U[COI]
","goide","ogham","Macalister, R.A.S.","1897"
65000761,"DOCRANORI","name","ogham","Macalister, R.A.S.","1945"
65000762,"NETTAVRECC ||| [KOI]MAQIMUCCOITRENALUGGO","goide","ogham","Macalister, R.A.S.","1945"
65000763,"NETTAVROICC||| [KOI]MAQIMUCCOITRENALUGGO","goide","ogham","McManus, D.","1991"
65000764,"MOESAC","goide","ogham","McManus, D.","1991"
65000765,"MOESAC","goide","ogham","McManus, D.","1991"
65000766,"MOUNIN","goide","ogham","McManus, D.","1991"
65000767,"[A]DARUNM[A]CICOLAL[I]","goide","ogham","McManus, D.","1991"
65000768,"--][OVIMAQI][--","goide","ogham","Macalister, R.A.S.","1945"
65000769,"[M][R][B][G][S][G][S]","goide","ogham","Rhys, J.","1897"
65000770,"DINEGLO | MAQIQETAIS","goide","ogham","Macalister, R.A.S.","1945"
65000771,"CATVVIRRMAQILUGUVVEC","goide","ogham","Macalister, R.A.S.","1945"
65000772,"CATVVIRRMAQILUGUVVEC","goide","ogham","Macalister, R.A.S.","1945"
65000773,"CATVVIRRMAQILUGUVVE[.]","goide","ogham","OSullivan, A.","1996"
65000774,"COLLABOTMUCOILUGA |  MAQILOBACCONA","goide","ogham","Macalister, R.A.S.","1945"
65000775,"MEDUSIMACILU | MUCOILUGA","goide","ogham","Macalister, R.A.S.","1945"
65000776,"CATTUVIR
","name","ogham","Macalister, R.A.S.","1945"
65000777,"MO{GW}UNILOCIDMAQIALOTTO","goide","ogham","Macalister, R.A.S.","1945"
65000778,"MANUMAGUNOGATIMOC ||| OI ||| MACORBO","goide","ogham","Macalister, R.A.S.","1945"
65000779,"DEAGO ||| SMA ||| QIMUCO[I][--]NAI","goide","ogham","Macalister, R.A.S.","1945"
65000780,"SOVALINI","name","ogham","Macalister, R.A.S.","1945"
65000781,"CALUNOVIC ||| [A]MAQ ||| IMUCOILIT[ENI]","goide","ogham","Macalister, R.A.S.","1945"
65000782,"MAQIINI[--] ||| [MAQI ||| QE]TTEAS","goide","ogham","Macalister, R.A.S.","1945"
65000783,"CUNALEGEAMAQIC ||| [--]SALARCELIAVI ||| QVECI","goide","ogham","Macalister, R.A.S.","1945"
65000784,"BIGUMAQI ||| LAG[--","goide","ogham","Macalister, R.A.S.","1945"
65000785,"BIRMAQIMUCOI ||| R ||| OTTAIS","goide","ogham","Macalister, R.A.S.","1945"
65000786,"--]MAQINE ||| [TACUN] ||| AS","goide","ogham","Macalister, R.A.S.","1945"
65000787,"DENAVEC ||| [AMU]COIMEDALO","goide","ogham","Macalister, R.A.S.","1945"
65000788,"BRO[INION]AS","name","ogham","Macalister, R.A.S.","1945"
65000789,"C[UNA][.][ATO][--


","name","ogham","Gippert, J.","1996"
65000790,"CUNOVATO","name","ogham","Macalister, R.A.S.","1945"
65000791,"BROCAGNIMAQIMU","goide","ogham","Macalister, R.A.S.","1945"
65000792,"BRAN[I]TTASM[A]QIDUCR[I]DDA","goide","ogham","Macalister, R.A.S.","1945"
65000793,"BR[A]N[I]TT[A]SM[A]Q[I]D[U]C[RI]DDA
","goide","ogham","McManus, D.","1991"
65000794,"NAVALLOAVVIGENITTAC[--","goide","ogham","Macalister, R.A.S.","1945"
65000795,"NAVVALL[O]AVVIGENITTAC[--","goide","ogham","McManus/1991","1991"
65000796,"OVOMAN[I]","inc","ogham","Macalister, R.A.S.","1945"
65000797,"BRUSCOSMAQQICAL[I]AC[I]","goide","ogham","McManus, D.","1991"
65000798,"BRUSCCOSMAQQICALI ||| ACI[AS]M[AQQIMUCOI][--","goide","ogham","Macalister, R.AS.","1945"
65000800,"DRUGNOMAQIMU ||| COI[--]NAMI","goide","ogham","Macalister, R.A.S.","1945"
65000801,"DRU[G][--","goide","ogham","Gippert/Web","1978"
65000802,"MAQIDECCEDDASAVITURANIAS","goide","ogham","Macalister, R.A.S.","1945"
65000803,"ANMVEDLLOIGOIMACI ||| SE ||| DDOINI","goide","oghms","Macalister, R.A.S.","1945"
65000804,"--]AVIDAIMAGNI","goide","ogham","Macalister, R.A.S.","1945"
65000805,"GOSOCTASMUCOIMACORBO","goide","ogham","Macalister, R.A.S.","1945"
65000806,"MELAGIA","name","ogham","Macalister, R.A.S.","1945"
65000807,"C[A]SSITT[A]SMAQ ||| IMUC ||| OICALLITI","goide","ogham","Macalister, R.A.S.","1945"
65000808,"[CA]SSI[O]TTASM[AQ] ||| IM[UC ||| O]ICALLITI","goide","ogham","Gippert, J.","1987"
65000809,"BRANADDOVMAMAQIQOLIMUCOIDOVI[--","goide","ogham","McManus, D.","1991"
65000810,"BRANADDOVMAMAQIQOLIMUCOIDOVI[V!--","goide","ogham","OSullivan, A.","1996"
65000811,"LI[T]UBIRIMAQI || [.]E[.]IA","goide","ogham","Macalister, R.A.S.","1945"
65000812,"LACAVAGNI[--","name","ogham","Macalister, R.A.S.","1945"
65000813,"VAITEVIA","name","ogham","Macalister, R.A.S.","1945"
65000814,"COLOMAGN[A!][.]V[.]DUC[A!][R.]","goide","ogham","Macalister, R.A.S.","1945"
65000815,"COLOMAGN[..]V[.]D[--]","goide","ogham","McManus, D.","1991"
65000816,"B[RU]SC[.]M[.]QIDOVALESCI","goide","ogham","Macalister, R.A.S.","1945"
65000817,"BR[.]SC[--]DOVALESC[.]","goide","ogham","McManus, D.","1991"
65000818,"LODIM[O]NI","name","ogham","Macalister, R.A.S.","1945"
65000819,"L[A!]D[E!][..]NI","name","ogham","Gippert, J.","1978"
65000820,"LADIMANI","name","ogham","O'Kelly, M.J.","1945"
65000821,"LMCBDV","ind","oghms","Macalister, R.A.S.","1945"
65000822,"LBMCBDV","ind","oghms","Beití O Tuama","1986"
65000824,"CUNAGUSSOS{U}MA[..] | [--Q--","goide","ogham","Macalister, R.A.S.","1945"
65000825,"CUNAGUSSOSMA[-- | --]","goide","ogham","McManus, D.","1991"
