"id","label","desc","wikidata_id","original_id","width","height","depth","thickness","h_status","w_status","t_status","discovery_year","discovery_who","currentsetting","currentlocation","form","completeness","preservation","preservation_note","smr_no"
20000026,"BAHAN/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675322","BAHAN/2","0.4","0.9",NULL,"0.2","actual","actual","actual","1843","Windele, J.","in display","museum","slbns","inc","inc",NULL,NULL
20000027,"BAHAN/3 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675323","BAHAN/3","0.5","1.2",NULL,"0.25","actual","actual","actual","1843","Windele, J.","in display","museum","pilsp","incomplete","some","Macalister/1945, 96: `...the top angle has been battered'. ",NULL
20000028,"BAHAN/4 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675324","BAHAN/4","0.6","1.3",NULL,"0.2","actual","actual","actual","1843","Windele, J.","in display","museum","pilsp","frgmntry","inc",NULL,NULL
20000029,"BAHAN/5 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675326","BAHAN/5","0.5","1.4",NULL,"0.4","actual","actual","actual","1843","Windele, J.","in display","museum","pilsp","complete","inc",NULL,NULL
20000030,"BAHAN/6 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675328","BAHAN/6","0.3","1.1",NULL,"0.3","actual","actual","actual","1843","Windele, J.","in display","museum","pilsp","inc","inc",NULL,NULL
20000031,"BAKNK/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675329","BAKNK/1",NULL,"1.13",NULL,NULL,"actual","inc","inc","1891","Barry, E., Rev.","inc","lost","pilsp","complete","inc",NULL,NULL
20000032,"BAKNK/10 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675330","BAKNK/10",NULL,"1.24",NULL,NULL,"actual","inc","inc","1891","Barry, E., Rev.","inc","inc","inc","inc","inc",NULL,NULL
20000033,"BAKNK/11 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675331","BAKNK/11","0.38",NULL,NULL,"0.15","actual","actual","actual","1891","Barry, E., Rev.","in display","museum","pilsp","incomplete","poor","Mcalister/1945, 91, notes that it is in good condition despite chipping to the top and B-surface. 
",NULL
20000034,"BAKNK/12 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675332","BAKNK/12","0.38","1.37",NULL,"0.23","actual","actual","actual","1891","Barry, E., Rev.","in display","museum","pilsp","complete","good",NULL,NULL
20000035,"BAKNK/13 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675333","BAKNK/13",NULL,"0.98",NULL,"0.14","actual","actual","actual","1891","Barry, E., Rev.","in display","museum","inc","inc","some",NULL,NULL
20000036,"BAKNK/14 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675334","BAKNK/14","0.51","1.07",NULL,"0.11","actual","actual","actual","1891","Barry, E., Rev.","in display","museum","pilsp","complete","good",NULL,NULL
20000037,"BAKNK/15 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675335","BAKNK/15","0.51","2.02",NULL,"0.23","actual","actual","actual","1891","Barry, E., Rev.","inc","inc","pilsp","inc","inc",NULL,NULL
20000038,"BAKNK/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675336","BAKNK/2","0.51","0.81",NULL,NULL,"actual","actual","actual","1891","Barry, E., Rev.","in display","museum","pilsp","frgmntry","some","Macalister/1945, 86: `...evidently broken from the upper end of a larger stone'. ",NULL
20000039,"BAKNK/3 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675337","BAKNK/3",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1891","Barry, E., Rev.","in ground","earliest","inc","inc","inc",NULL,NULL
20000040,"BAKNK/4 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675338","BAKNK/4","0.33","1.5",NULL,"0.23","actual","actual","actual","1891","Barry, E.,  Rev.","in display","museum","pilsp","inc","poor",NULL,NULL
20000041,"BAKNK/5 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675339","BAKNK/5","0.33","1.17",NULL,NULL,"actual","actual","actual","1891","Barry, E., Rev.","in display","museum","pilsp","inc","inc",NULL,NULL
20000042,"BAKNK/6 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675340","BAKNK/6","0.36","1.27",NULL,"0.2","actual","actual","actual","1891","Barry, E., Rev.","in display","museum","pilsp","inc","some",NULL,NULL
20000043,"BAKNK/7 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675341","BAKNK/7","0.34","1.33",NULL,"0.2","actual","actual","actual","1891","Barry, E., Rev.","in display","museum","pilsp","complete","good",NULL,NULL
20000044,"BAKNK/8 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675343","BAKNK/8","0.36","1.32",NULL,"0.23","actual","actual","actual","1891","Barry, E., Rev.","in display","museum","pilsp","complete","some","Macalister/1945, 89: `...worn and slightly chipped'. ",NULL
20000045,"BAKNK/9 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675345","BAKNK/9","0.38","1.17",NULL,"0.19","actual","actual","actual","1891","Barry, E., Rev.","in display","museum","pilsp","inc","inc",NULL,NULL
20000046,"BALBA/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675346","BALBA/1",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1991","McManus, D.","in display","museum","pilsp","incomplete","some","McManus/1991, 76: `The top has been broken off, probably as part of the appropriation for use in the souterrain'. ",NULL
20000047,"BALBO/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675347","BALBO/1","1.75","2.31",NULL,"0.23","actual","actual","actual","1841","inc","in ground","on site","slbns","incomplete","some","Macalister/1945, 42: `condition good but worn, top broken away'.",NULL
20000048,"BALBR/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675348","BALBR/1",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1949","Raftery, Dr","inc","inc","inc","inc","some","Macalister/1949, 197, speaks of some `damage' and a `spall fracture'.",NULL
20000049,"BALEE/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675349","BALEE/1","0.33","1.93",NULL,"0.36","actual","actual","actual","1790","Pelham, H.","on ground","other","pilsp","incomplete","some","Macalister/1945, 142--143: `Some time before 1804 it was broken into two pieces, and part of the stone was flaked away, as the result of kindling a fire against it...waterworn...'. ",NULL
20000050,"BALGH/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675350","BALGH/1","1.37","2.9",NULL,"1.07","actual","actual","actual","1944","Macalister, R.A.S.","in ground","earliest","pilsp","complete","some","Macalister/1945, 48, indicates that the two angles of the western face have `been completely hammered away'.",NULL
20000051,"BALIG/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675351","BALIG/1","0.57","1.05",NULL,"0.2","actual","actual","actual","1782","Pelham, H.","unattch","other","pilsp","complete","some","Macalister/1945, 144: `rather worn'. ",NULL
20000052,"BALIG/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675352","BALIG/2","0.38","1.27",NULL,"0.2","actual","actual","actual","1782","Pelham, H.","unattch","other","pilsp","complete","some",NULL,NULL
20000053,"BALIG/3 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675353","BALIG/3","0.23","1.22",NULL,"0.28","actual","actual","actual","1782","Pelham, H.","unattch","other","pilsp","complete","good",NULL,NULL
20000054,"BALIG/4 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675354","BALIG/4","0.23","0.91",NULL,"0.25","actual","actual","actual","1782","Pelham, H.","unattch","other","pilsp","incomplete","some","Macalister/1945, 147: `The top of the stone is broken...'. ",NULL
20000055,"BALIG/5 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675355","BALIG/5","0.39","0.97",NULL,NULL,"actual","actual","actual","1782","Pelham, H.","unattch","other","pilsp","incomplete","poor","Macalister/1945, 147: `...the top is broken and the lettering worn'. ",NULL
20000056,"BALIG/6 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675356","BALIG/6","0.3","1.02",NULL,"0.18","actual","actual","actual","1782","Pelham, H.","unattch","other","pilsp","complete","some","Macalister/1945, 149, refers to some letters being chipped off the stone.",NULL
20000057,"BALIG/7 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675357","BALIG/7","0.51","1.73",NULL,"0.18","actual","actual","actual","1782","Pelham, H.","in ground","on site","pilsp","incomplete","inc",NULL,NULL
20000058,"BALIG/8 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675358","BALIG/8",NULL,NULL,NULL,NULL,"n/a","n/a","n/a",NULL,"Hitchcock","lost","lost","pilsp","inc","some",NULL,NULL
20000059,"BARHA/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675359","BARHA/1","0.38","1.42",NULL,"0.1","actual","actual","actual","1845","Haly, D.","unattch","museum","pilsp","incomplete","some",NULL,NULL
20000060,"BAROG/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675360","BAROG/1",NULL,"2.59",NULL,NULL,"actual","inc","inc","1916","J. Dolan","in ground","earliest","pilsp","complete","inc",NULL,NULL
20000061,"BAVEL/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675361","BAVEL/1",NULL,NULL,NULL,NULL,"uncertain","n/a","n/a","1896","Power, P. Rev.","lost","lost","pilsp","inc","n/a","Macalister/1945, 291, `...on a subsequent visit Canon Power found that the farmer has smashed the stone, and completely destroyed the inscription'. ",NULL
20000062,"BAWGL/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675362","BAWGL/1","0.33","1.07",NULL,"0.3","actual","actual","actual","1908","Lynch, P.J.","in ground","other","pilsp","incomplete","some","Macalister/1945, 243, `The lower part was missing, and about 1' of what remained of the inscribed edge was frayed away'. ",NULL
20000063,"BAYEL/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675363","BAYEL/1","0.18","0.76",NULL,NULL,"uncertain","uncertain","inc","1907","Westrop, J.","lost","lost","ind","inc","inc",NULL,NULL
20000064,"BCARE/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675365","BCARE/1",NULL,"0.76",NULL,NULL,"actual","inc","inc","1945","Price, L.","in ground","earliest","pilsp","complete","good",NULL,NULL
20000065,"BDREN/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675366","BDREN/1","0.36","0.84",NULL,"0.15","actual","actual","actual","1898","Cochrane","on ground","other","pilsp","complete","inc",NULL,NULL
20000066,"BDREN/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675367","BDREN/2","1.07","2.13",NULL,"0.56","actual","actual","actual","1939","Macalister, R A S.","in ground","earliest","pilsp","complete","some",NULL,NULL
20000067,"BENBR/1 (Ogham Stone Concept by CISP)","Ogham Stone, Northern Ireland","Q106675725","BENBR/1","0.51","1.56",NULL,"0.26","actual","actual","actual","1991","Phelan, M.","unattch","other","pilsp","inc","inc",NULL,NULL
20000068,"BGARR/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675369","BGARR/1","0.46","1.47",NULL,NULL,"actual","actual","actual","1906","Crawford, H.S.","in ground","earliest","pilsp","complete","some",NULL,NULL
20000069,"BGLAS/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675370","BGLAS/1","0.53","1.32",NULL,NULL,"visible","actual","actual","1916","Macalister, R.A.S.","unattch","museum","pilsp","frgmntry","poor","Macalister/1945, 53: `The monument had been intentionally broken up (probably for wall-building), as is evident from a crow-bar mark on one of the fragments'. 
Gippert/ Web, Ogham 49, records that the second fragment could not be found in the National Museum in 1988.",NULL
20000070,"BHILL/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675371","BHILL/1","0.61","1.22",NULL,"0.3","uncertain","uncertain","uncertain",NULL,"Windele, J.","lost","lost","pilsp","inc","inc",NULL,NULL
20000071,"BIISL/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675372","BIISL/1","0.3","0.97",NULL,"0.13","actual","actual","actual","1914","Power, Rev. Canon","unattch","museum","pilsp","incomplete","some","Macalister/1945, 65, `The top is broken away after Q3, and some of the scores are clogged with lime'. ",NULL
20000072,"BLHER/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675373","BLHER/1","0.47","1.22",NULL,"0.1","actual","actual","actual","1894","Graves, C.","unattch","museum","pilsp","complete","good",NULL,NULL
20000073,"BLHUN/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675374","BLHUN/1","0.42","1.52",NULL,"0.13","actual","actual","actual","1848","Windele, J.","in display","on site","slbcr","inc","inc",NULL,NULL
20000074,"BLNIG/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675375","BLNIG/1","0.23","0.86",NULL,"0.08","actual","actual","actual","1848","McDonnell, P.","unattch","museum","pilsp","incomplete","poor","Macalister/1945, 142: `The top of the stone is broken...'. ",NULL
20000075,"BLTAG/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675376","BLTAG/1","0.36","0.97",NULL,"0.15","actual","actual","actual","1804","Vallancey","in ground","on site","ind","incomplete","some",NULL,NULL
20000076,"BLTAG/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675377","BLTAG/2","0.33","1.07",NULL,"0.13","actual","actual","actual","1804","Vallancey","in ground","on site","nboul","incomplete","some",NULL,NULL
20000077,"BLTAG/3 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675378","BLTAG/3","0.34","0.94",NULL,"0.15","actual","actual","actual","1804","Vallancey","in ground","on site","nboul","inc","inc",NULL,NULL
20000078,"BLTAG/4 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675379","BLTAG/4","0.36","0.56",NULL,"0.13","actual","actual","actual","1804","Vallancey","in ground","on site","nboul","complete","good",NULL,NULL
20000079,"BLTAG/5 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675380","BLTAG/5","0.33","1.27",NULL,"0.25","actual","actual","actual","1804","Vallancey","in ground","on site","nboul","inc","some","Cuppage/etal/1986, 265, notes some damage to the stone. ",NULL
20000080,"BLTAG/6 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675382","BLTAG/6","0.41","1.07",NULL,"0.2","actual","actual","actual","1804","Vallancey","in ground","on site","nboul","inc","inc",NULL,NULL
20000081,"BLTAG/7 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675383","BLTAG/7","0.33","0.97",NULL,"0.2","actual","actual","actual","1804","Vallancey","in ground","on site","nboul","inc","inc",NULL,NULL
20000082,"BLTAG/8 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675384","BLTAG/8","0.41","1.19",NULL,"0.23","actual","actual","actual","1804","Vallancey","in ground","on site","nboul","complete","some",NULL,NULL
20000083,"BLTAG/9 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675385","BLTAG/9","0.56","1.04",NULL,"0.18","actual","actual","actual","1804","Vallancey","in ground","on site","nboul","inc","some",NULL,NULL
20000084,"BLTER/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675386","BLTER/1","1.1","3.9",NULL,"0.78","actual","actual","actual","1804","Pelham, P.","in ground","earliest","pilsp","incomplete","some","Cuppage/etal/1986, 44: `a large spall has been detached' from the stone.",NULL
20000085,"BLTER/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675388","BLTER/2","0.14","0.43",NULL,"0.14","actual","actual","actual","1945","O'Sullivan, P.","inc","museum","pilsp","incomplete","inc",NULL,NULL
20000086,"BLVOO/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675389","BLVOO/1","0.38","1.22",NULL,"0.15","actual","actual","actual","1879","Brash, R.R.","in ground","on site","pilsp","incomplete","poor","Macalister/1945, 266: `a large flake has dissappeared from the top of the stone'.",NULL
20000087,"BLVOO/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675390","BLVOO/2","0.61","0.86",NULL,"0.08","actual","actual","actual","1879","Brash, R.R.","in ground","on site","pilsp","complete","good",NULL,NULL
20000088,"BLYGH/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675391","BLYGH/1","0.46","1.68",NULL,"0.28","actual","actual","actual","1845","Petrie, G.","in ground","on site","pilsp","incomplete","some","Macalister/1945, 163: `the top has been broken and battered away'.",NULL
20000089,"BQUIN/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675392","BQUIN/1","0.91","2.34",NULL,"0.48","actual","actual","actual","1844","Oldham","in ground","on site","pilsp","complete","good","Macalister/1945, 292, speaks of some weathering of the stone.",NULL
20000090,"BRAGH/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675393","BRAGH/1",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1931","O'Sullivan, T.F.","lost","lost","inc","inc","inc",NULL,NULL
20000091,"BRAGH/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675394","BRAGH/2","0.47","1.31",NULL,"0.12","actual","actual","actual","1931","O'Sullivan, T.F.","in ground","other","pilsp","complete","good",NULL,NULL
20000092,"BRCKN/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675395","BRCKN/1",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1848","Hitchcock","lost","lost","inc","inc","n/a",NULL,NULL
20000093,"BREAS/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675396","BREAS/1","0.76","3.66",NULL,NULL,"actual","actual","actual","1874","S. Ferguson","in ground","earliest","rpmeg","complete","some",NULL,NULL
20000094,"BRHAM/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675398","BRHAM/1","0.38","1.02",NULL,"0.33","actual","actual","actual",NULL,"inc","on ground","other","ind","incomplete","some",NULL,NULL
20000095,"BRHKL/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675399","BRHKL/1",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1962","E. Rynne","unattch","museum","fragy","frgmntry","poor",NULL,NULL
20000096,"BRMOU/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675400","BRMOU/1",NULL,NULL,NULL,NULL,"uncertain","uncertain","n/a","1850","M. Casey","lost","lost","inc","inc","inc",NULL,NULL
20000097,"BURGA/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675401","BURGA/1","0.48","1.07",NULL,"0.23","actual","actual","actual",NULL,"Windele","lost","lost","block","inc","poor",NULL,NULL
20000098,"BURNF/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675402","BURNF/1","0.48","1.68",NULL,"0.2","actual","actual","actual","1835","J. Windele, A.Abell","inc","lost","block","incomplete","inc",NULL,NULL
20000099,"BWEEN/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675403","BWEEN/1","0.57","1.42",NULL,"0.23","actual","actual","actual","1855","rev. J. Goodman","on ground","on site","fragy","frgmntry","some",NULL,NULL
20000100,"CAMP/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675404","CAMP/1","1.8","3.4",NULL,"0.5","actual","actual","actual","1858","Archdeacon Rowan","on ground","earliest","slbcr","incomplete","inc",NULL,NULL
20000101,"CAMP/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675405","CAMP/2","0.48","1.25",NULL,"0.2","actual","actual","actual","1850","Mr Day","on ground","earliest","pilsp","incomplete","some","Cuppage et al/1986, 254, `A peforation near the top of the stone...The surface of the stone is very rough'. ",NULL
20000102,"CARHA/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675406","CARHA/1","0.23","1.07",NULL,NULL,"actual","actual","actual","1906","J.J. O'Crowley","inc","inc","pilsp","frgmntry","some","Macalister/1945, 77, `broken to make them a size suitable for the purposes of the masons.'",NULL
20000103,"CARHA/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675407","CARHA/2","0.2","0.79",NULL,"0.18","actual","actual","actual","1906","J.J. O'Crowley","inc","inc","pilsp","incomplete","some","Macalister/1945, 77, `broken to make them a size suitable for the purposes of the masons'.",NULL
20000104,"CARHA/3 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675408","CARHA/3",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1976","J.P. McCarthy","on ground","earliest","pilsp","inc","inc",NULL,NULL
20000105,"CARIN/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675409","CARIN/1",NULL,"1.37",NULL,NULL,"actual","actual","actual","1939","P.F. O'Neill","in ground","on site","pilsp","incomplete","some","Macalister/1945, 223--224, `the original top of the stone is broken off and the dexter edge is completely spalled away'. ",NULL
20000106,"CHFLD/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675410","CHFLD/1",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1908","Rev. R d'A Orpen","lost","lost","ind","n/a","n/a",NULL,NULL
20000107,"CHLAR/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675411","CHLAR/1","0.2","1.57",NULL,NULL,"visible","uncertain","n/a","1869","Prim","in struct","on site","pilsp","incomplete","some","Macalister/1945, 33--34: `...the top of the stone is broken off, and the first angle is spalled'. ",NULL
20000108,"CHUIS/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675412","CHUIS/1","0.36","1.49",NULL,"0.1","actual","actual","actual","1954","M. O'Kelly, S. Kavan","inc","inc","pillc","complete","some","OKelly/1959, 78-79, states that the stone was used, probably while upright, for sharpening `some broad bladed implement', and that this has caused damage to the stone. He also states that the northern end of the stone had been fractured through a `deliberate act'.

OSullivan/1996, 258, `fractured at its base'.",NULL
20000109,"CLCAH/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675414","CLCAH/1","0.38","2.08",NULL,"0.18","actual","actual","actual","1909","P.J. Lynch","in ground","on site","pilsp","complete","some",NULL,NULL
20000110,"CLHEE/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675415","CLHEE/1",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1835","Rev. M. Lane","lost","lost","pilsp","incomplete","n/a",NULL,NULL
20000111,"CLMAC/152 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675416","CLMAC/152",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1822","G. Petrie","inc","on site","slbns","complete","good","The photo of the stone in Manning and Moore/1991, 11, indicates the stone to be in very good condition.",NULL
20000112,"CLMAC/262 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675417","CLMAC/262","0.65","1.65",NULL,"0.3","actual","actual","actual","1990","G. Claffey","in display","inc","pilsp","complete","some",NULL,NULL
20000113,"CLMOR/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675418","CLMOR/1","0.23","0.71",NULL,"0.22","actual","actual","actual","1945","R. A. S. Macalister","in ground","earliest","pilsp","inc","inc",NULL,NULL
20000114,"CLMOR/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675419","CLMOR/2",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1940","E. McDonald","lost","lost","inc","inc","inc",NULL,NULL
20000115,"CLOOM/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675420","CLOOM/1","0.3","0.86",NULL,"0.18","actual","actual","actual","1908","T. Kennedy","in display","on site","pilsp","complete","good",NULL,NULL
20000116,"COBOY/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675421","COBOY/1",NULL,"1.83",NULL,NULL,"uncertain","n/a","n/a","1945","Hitchcock","unattch","other","pilsp","inc","inc",NULL,NULL
20000117,"COHIL/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675422","COHIL/1","0.15","0.75",NULL,NULL,"actual","actual","actual","1836","Windele","unattch","museum","pilsp","frgmntry","some","Macalister/1945, 222, `a fragment only'. ",NULL
20000118,"COLIN/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675423","COLIN/1","0.28","1.57",NULL,"0.28","actual","actual","actual","1865","J. Shearman","in display","museum","pilsp","inc","inc",NULL,NULL
20000119,"COLIN/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675424","COLIN/2",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1865","J. Shearman","lost","lost","lost","n/a","n/a","Macalister/1945, 24--25: `...the stone was smashed to pieces for material by labourers employed to build a wall round the cemetery'. ",NULL
20000120,"COLIN/3 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675425","COLIN/3","0.38","1.68",NULL,"0.38","actual","actual","actual","1865","J. Shearman","in ground","earliest","pilsp","frgmntry","some","Macalister/1945, 25--26: `The dexter angle, which bore the beginning of the inscription, has been chipped away altogether: the sinister angle retains its scores, at least partly, but the stone had to be cleaned of its lichen with hydrochloric acid before they could be deciphered...All the vowels are gone except 3A: T12 are also broken off'. 
",NULL
20000121,"COLIN/4 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675426","COLIN/4","0.48","1.6",NULL,"0.41","actual","actual","actual","1929","R. A. S. Macalister","in ground","earliest","pilsp","inc","inc",NULL,NULL
20000122,"COLIN/5 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675427","COLIN/5",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1929","R. A. S. Macalister","inc","on site","pilsp","complete","some",NULL,NULL
20000123,"COLIN/6 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675428","COLIN/6","0.48","0.34",NULL,"0.38","actual","actual","actual","1929","R. A. S. Macalister","in ground","on site","pilsp","frgmntry","inc",NULL,NULL
20000124,"COLIN/7 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675429","COLIN/7","0.37","0.36",NULL,"0.23","actual","actual","actual","1929","R.A.S. Macalister","inc","on site","pilsp","incomplete","inc",NULL,NULL
20000125,"COOGH/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675430","COOGH/1","0.29","1.57",NULL,"0.17","actual","actual","actual","1817","Mr. J. Humphreys","in ground","on site","pilsp","complete","good",NULL,NULL
20000126,"COOGH/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675431","COOGH/2",NULL,NULL,NULL,NULL,"n/a","n/a","n/a","1838","Anon","in display","museum","pilsp","complete","good",NULL,NULL
20000127,"COOLE/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675432","COOLE/1","0.46","2.06",NULL,"0.15","actual","actual","actual","1879","R.R. Brash","in ground","on site","pilsp","complete","good",NULL,NULL
20000128,"COOLE/2 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675433","COOLE/2","0.91","2.44",NULL,"0.3","visible","actual","actual","1879","R.R. Brash","in ground","earliest","pilsp","inc","poor","Macalister/1945, 226, `much disintegrated'. ",NULL
20000129,"COOLH/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675435","COOLH/1","0.19","0.84",NULL,"0.1","actual","actual","actual",NULL,"Windele","in ground","earliest","pilsp","n/a","n/a",NULL,NULL
20000130,"COOLM/1 (Ogham Stone Concept by CISP)","Ogham Stone, Ireland","Q106675436","COOLM/1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1838","workmen",NULL,NULL,NULL,NULL,NULL,NULL,NULL
